brand,description,link,price,discount
BIRDE,Premium Sports Shoes For Women Walking Shoes For Women,/birde-premium-sports-shoes-women-walking/p/itm123fff0029510?pid=SHOGCAABB4Y4B3RS&lid=LSTSHOGCAABB4Y4B3RSSK98B8&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_825&otracker=search&fm=organic&iid=aab99491-e75a-4ab7-8914-3efb4b3d9957.SHOGCAABB4Y4B3RS.SEARCH&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,₹399,60% off
aadi,Mesh |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor...,/aadi-mesh-lightweight-comfort-summer-trendy-walking-outdoor-daily-use-running-shoes-men/p/itme1af82ea920d5?pid=SHOGYFHVGFPRZPGA&lid=LSTSHOGYFHVGFPRZPGAYFGXQK&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_826&otracker=search&fm=organic&iid=aab99491-e75a-4ab7-8914-3efb4b3d9957.SHOGYFHVGFPRZPGA.SEARCH&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,₹434,78% off
CAMPUS,CRYSTA PRO Training & Gym Shoes For Men,/campus-crysta-pro-training-gym-shoes-men/p/itm9193f79b0287b?pid=SHOGANAADWMSPYXP&lid=LSTSHOGANAADWMSPYXPDIMXMX&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_827&otracker=search&fm=organic&iid=aab99491-e75a-4ab7-8914-3efb4b3d9957.SHOGANAADWMSPYXP.SEARCH&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,₹899,30% off
CAMPUS,STREET-RUN Running Shoes For Men,/campus-street-run-running-shoes-men/p/itm09a0ff1ef1f25?pid=SHOFYW6UZSVMVCCJ&lid=LSTSHOFYW6UZSVMVCCJTFWTJO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_828&otracker=search&fm=organic&iid=en_JRSXFUYqyWMQ%2FxqknH7iRu0AT1az7lvTgwN%2FQV6cW7wBzw2Dr4mLQoxeI9D0fpefaW5adSHjGoXOFePf5WiHcA%3D%3D&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,"₹1,499",16% off
PUMA,Puma Piktor Casuals For Men,/puma-piktor-casuals-men/p/itm9f5ce17832d0b?pid=SHOGGEYGYZP2MEJA&lid=LSTSHOGGEYGYZP2MEJAAPSLFR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_829&otracker=search&fm=organic&iid=aab99491-e75a-4ab7-8914-3efb4b3d9957.SHOGGEYGYZP2MEJA.SEARCH&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,"₹1,709",62% off
aadi,Mesh |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor...,/aadi-mesh-lightweight-comfort-summer-trendy-walking-outdoor-daily-use-sneakers-men/p/itmd70659b5ed4c2?pid=SHOGFNPQFEYEU3DG&lid=LSTSHOGFNPQFEYEU3DGKH5P7V&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_830&otracker=search&fm=organic&iid=aab99491-e75a-4ab7-8914-3efb4b3d9957.SHOGFNPQFEYEU3DG.SEARCH&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,₹381,80% off
PUMA,Fusion Running Shoes For Men,/puma-fusion-running-shoes-men/p/itme3ff621bd455d?pid=SHOGFX62GBRHUBCB&lid=LSTSHOGFX62GBRHUBCBVT1XBR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_831&otracker=search&fm=organic&iid=aab99491-e75a-4ab7-8914-3efb4b3d9957.SHOGFX62GBRHUBCB.SEARCH&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,"₹2,159",52% off
Afashion,Classy Stylish Ethnic Jutis Shoes Jutis For Men,/afashion-classy-stylish-ethnic-jutis-shoes-men/p/itme2103a25b83fb?pid=SHOFX94AB8SAK3ZB&lid=LSTSHOFX94AB8SAK3ZBIIACMN&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_832&otracker=search&fm=organic&iid=en_JRSXFUYqyWMQ%2FxqknH7iRu0AT1az7lvTgwN%2FQV6cW7ytN%2B6%2BY9AIcRHqbXGG7a5N19k7LpN3BlwBFc%2FrSxIS4A%3D%3D&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,₹559,44% off
RED TAPE,Walking Shoes For Men,/red-tape-walking-shoes-men/p/itm64dfe607bc70b?pid=SHOG44YHGBKX56PJ&lid=LSTSHOG44YHGBKX56PJXNFF7H&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_833&otracker=search&fm=organic&iid=aab99491-e75a-4ab7-8914-3efb4b3d9957.SHOG44YHGBKX56PJ.SEARCH&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,"₹1,469",70% off
REEBOK,Turbo Flight M Running Shoes For Men,/reebok-turbo-flight-m-running-shoes-men/p/itme489083feedff?pid=SHOGEUFGUVJZ9FUD&lid=LSTSHOGEUFGUVJZ9FUDFDVZJI&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_834&otracker=search&fm=organic&iid=aab99491-e75a-4ab7-8914-3efb4b3d9957.SHOGEUFGUVJZ9FUD.SEARCH&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,"₹1,539",45% off
Skechers,GO WALK 4 Walking Shoes For Men,/skechers-go-walk-4-walking-shoes-men/p/itmf89frvjfffq45?pid=SHOEWXASFGYG5K6U&lid=LSTSHOEWXASFGYG5K6UVC8YNH&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_835&otracker=search&fm=organic&iid=aab99491-e75a-4ab7-8914-3efb4b3d9957.SHOEWXASFGYG5K6U.SEARCH&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,"₹4,319",28% off
RED CHIEF,RC3488 Outdoors For Men,/red-chief-rc3488-outdoors-men/p/itmfavrcavhczncj?pid=SHOFAVRCUEJ4W43T&lid=LSTSHOFAVRCUEJ4W43T7YINKL&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_836&otracker=search&fm=organic&iid=en_JRSXFUYqyWMQ%2FxqknH7iRu0AT1az7lvTgwN%2FQV6cW7xM%2Fqt06lSsYtOfSqwSk20Noxn2HNKKkc5wIPbm0V4ofg%3D%3D&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,"₹2,531",35% off
ADIDAS,CourtJam Control M Tennis Shoes For Men,/adidas-courtjam-control-m-tennis-shoes-men/p/itmb03bf9e40b75f?pid=SHOG9XNYS5UUFYHG&lid=LSTSHOG9XNYS5UUFYHGOVWS1H&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_837&otracker=search&fm=organic&iid=aab99491-e75a-4ab7-8914-3efb4b3d9957.SHOG9XNYS5UUFYHG.SEARCH&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,"₹4,239",47% off
U.S. POLO ASSN.,LEBRON 3.0 Sneakers For Men,/u-s-polo-assn-lebron-3-0-sneakers-men/p/itm7cd0bd68c4fb2?pid=SHOGDCF7TK3WTWCY&lid=LSTSHOGDCF7TK3WTWCYS6NVOE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_838&otracker=search&fm=organic&iid=aab99491-e75a-4ab7-8914-3efb4b3d9957.SHOGDCF7TK3WTWCY.SEARCH&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,"₹2,579",40% off
FILA,Running Shoes For Men,/fila-running-shoes-men/p/itm4205f29dd7ce4?pid=SHOGD39BT3MJGRHQ&lid=LSTSHOGD39BT3MJGRHQ35ULH1&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_839&otracker=search&fm=organic&iid=aab99491-e75a-4ab7-8914-3efb4b3d9957.SHOGD39BT3MJGRHQ.SEARCH&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,"₹1,673",38% off
RED CHIEF,RC3496 Lace Up For Men,/red-chief-rc3496-lace-up-men/p/itmfavrctspjpmgh?pid=SHOFAVRCQRK3VHJH&lid=LSTSHOFAVRCQRK3VHJH0NMESR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_21_840&otracker=search&fm=organic&iid=en_JRSXFUYqyWMQ%2FxqknH7iRu0AT1az7lvTgwN%2FQV6cW7xK3Z8p59hdFRFhscS3D7DWV20K8Goze%2FyHDh%2BVeBq%2BeQ%3D%3D&ppt=None&ppn=None&ssid=yimhgnkvw00000001672751125500&qH=b0a8b6f820479900,"₹1,977",40% off
Unistar,Boots For Men,/unistar-boots-men/p/itmfgb8tet5bf8uq?pid=SHOFB4BVZ9BEZTBH&lid=LSTSHOFB4BVZ9BEZTBHJWSPWT&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_841&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOFB4BVZ9BEZTBH.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹559,30% off
aadi,Running Shoes For Men,/aadi-running-shoes-men/p/itmd9d5ed37454f5?pid=SHOFZ9XMTQJEFCKT&lid=LSTSHOFZ9XMTQJEFCKT5WCG0J&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_842&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOFZ9XMTQJEFCKT.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹499,50% off
ADIDAS,Axelate M Running Shoes For Men,/adidas-axelate-m-running-shoes-men/p/itm9b0d7397a51d9?pid=SHOGEH3NHGFHXPTP&lid=LSTSHOGEH3NHGFHXPTPMKO7F3&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_843&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOGEH3NHGFHXPTP.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹1,977",54% off
Footox,Walking Shoes for Women | Running Shoes | Casual Shoes ...,/footox-walking-shoes-women-running-casual-gym-sport/p/itm6a12712f4b658?pid=SHOGJTCDHYUXHKYB&lid=LSTSHOGJTCDHYUXHKYBRHBQET&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_844&otracker=search&fm=organic&iid=en_WC0ehV3bwbaFr5Qu%2BqeAVJKxtGZqi7MHEY7PTPK%2B1YQxxEQ%2F7Irawnrymvy5%2BDQpkD2vAIhvBFd1ZeoKUxEbww%3D%3D&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹499,50% off
WOODLAND,Outdoors For Men,/woodland-outdoors-men/p/itmffzxjeszubqp7?pid=SHOFFZXJ3ZFAUWYG&lid=LSTSHOFFZXJ3ZFAUWYGWSUSFW&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_845&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOFFZXJ3ZFAUWYG.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹2,037",40% off
BIRDE,Premium Casual Shoes for Women Sneakers For Women,/birde-premium-casual-shoes-women-sneakers/p/itm08fc445f24ade?pid=SHOGEWPPTVMBA3UG&lid=LSTSHOGEWPPTVMBA3UGRT6QG0&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_846&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOGEWPPTVMBA3UG.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹499,50% off
PUMA,Aviator Walking Shoes For Men,/puma-aviator-walking-shoes-men/p/itm0d3e9c55e761b?pid=SHOG5CGFK3YKYHJD&lid=LSTSHOG5CGFK3YKYHJDCO4NYN&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_847&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOG5CGFK3YKYHJD.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹3,839",52% off
Mast & Harbour,Sneakers For Men,/mast-harbour-sneakers-men/p/itmf7y69sndbjxz6?pid=SHOF7XYFHFFHVUVV&lid=LSTSHOF7XYFHFFHVUVVQ3MVEB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_848&otracker=search&fm=organic&iid=en_WC0ehV3bwbaFr5Qu%2BqeAVJKxtGZqi7MHEY7PTPK%2B1YQQaiutNQoRG5FmDqN5sLB7V3uyzJNS0AMUkQ7lFvWFyw%3D%3D&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹824,60% off
asian,Ozone-01 Navy Running Shoes for Men I Sport Shoes for B...,/asian-ozone-01-navy-running-shoes-men-sport-boys-beads-technology-sole-extra-jump-memory-foam-insole/p/itm601901c365b24?pid=SHOG7K8ZFBAFBHBV&lid=LSTSHOG7K8ZFBAFBHBVYE45EG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_849&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOG7K8ZFBAFBHBV.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹1,099",45% off
CAMPUS,SHAWN Running Shoes For Men,/campus-shawn-running-shoes-men/p/itmcc092d72184a0?pid=SHOFTFEVKURFFP5H&lid=LSTSHOFTFEVKURFFP5H4ZAU8P&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_850&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOFTFEVKURFFP5H.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹974,35% off
ADIDAS,Axelate M Walking Shoes For Men,/adidas-axelate-m-walking-shoes-men/p/itmc6d9624b5fa1c?pid=SHOG9XNXDJ7TMWGC&lid=LSTSHOG9XNXDJ7TMWGC33XAME&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_851&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOG9XNXDJ7TMWGC.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹2,489",42% off
,casual shoes for men for boys Casuals For Men,/casual-shoes-men-boys-casuals/p/itm58c836a424675?pid=EOEG7ZZCUHT94WFR&lid=LSTEOEG7ZZCUHT94WFRXI4UHM&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_852&otracker=search&fm=organic&iid=en_WC0ehV3bwbaFr5Qu%2BqeAVJKxtGZqi7MHEY7PTPK%2B1YTOf%2Bg6U2f6TTSjNFZl6Dsnr3HrgiPfwOQgr%2BgNJ9CgiA%3D%3D&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹349,65% off
CAMPUS,RENEGADE Running Shoes For Men,/campus-renegade-running-shoes-men/p/itm9a9fb3a0e60f7?pid=SHOFWXYNWGHY7QSS&lid=LSTSHOFWXYNWGHY7QSSXPKW23&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_853&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOFWXYNWGHY7QSS.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹1,277",41% off
aadi,Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Wa...,/aadi-synthetic-leather-lightweight-comfort-summer-trendy-walking-outdoor-daily-use-sneakers-men/p/itma442bf9226209?pid=SHOGDZZESTTE3ZUY&lid=LSTSHOGDZZESTTE3ZUYVOQDQ2&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_854&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOGDZZESTTE3ZUY.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹434,78% off
DUCATI,Casuals For Men,/ducati-casuals-men/p/itm15ca25485654f?pid=SHOGCGY9NRC7PSHX&lid=LSTSHOGCGY9NRC7PSHXZRVZ2G&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_855&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOGCGY9NRC7PSHX.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹1,299",71% off
,Sneakers For Men,/sneakers-for-men/p/itm27260479e673e?pid=EOEGJAKY3DP3CAKV&lid=LSTEOEGJAKY3DP3CAKV6QUAMS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_856&otracker=search&fm=organic&iid=en_WC0ehV3bwbaFr5Qu%2BqeAVJKxtGZqi7MHEY7PTPK%2B1YTSecoIeQvn4QSY23JC4CG3lpm4o3nuzsPqgAY7IsFQ9g%3D%3D&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹349,65% off
AJANTA,Casual Loafers For Men,/ajanta-casual-loafers-men/p/itm85e38459b80fa?pid=SHOGAM6864DAHPYU&lid=LSTSHOGAM6864DAHPYU8RRC1M&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_857&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOGAM6864DAHPYU.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹349,50% off
BERSACHE,"Bersache Sports Shoes For Men|Grey For Running,Walking,...",/bersache-sports-shoes-men-grey-running-walking-gym-hiking-running-men/p/itm3af491bef6525?pid=SHOGDZ7RWJYWH9D4&lid=LSTSHOGDZ7RWJYWH9D4TG1ICS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_858&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOGDZ7RWJYWH9D4.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹1,139",74% off
asian,"Moonwalk-01 Grey Sports,Casual,Slipon,Stylish Walking S...",/asian-moonwalk-01-grey-sports-casual-slipon-stylish-walking-shoes-men/p/itm87ef445522c44?pid=SHOGJS5SUQZZJPUJ&lid=LSTSHOGJS5SUQZZJPUJMG0OPI&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_859&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOGJS5SUQZZJPUJ.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹526,47% off
,Classic Party Wear Formal Shoes Party Wear For Men,/classic-party-wear-formal-shoes-men/p/itm6f63db902724c?pid=EOEGGHGW326SFD3P&lid=LSTEOEGGHGW326SFD3PYCHGKE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_860&otracker=search&fm=organic&iid=en_WC0ehV3bwbaFr5Qu%2BqeAVJKxtGZqi7MHEY7PTPK%2B1YRJnxiJP41xBseyBXRA3FSRhIhezDPkVOV2M0DjeHpvDg%3D%3D&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹402,59% off
RED TAPE,Walking Shoes For Men,/red-tape-walking-shoes-men/p/itma6d85d5a64672?pid=SHOG9S2PHFKZHBAN&lid=LSTSHOG9S2PHFKZHBANDNBASA&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_861&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOG9S2PHFKZHBAN.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹1,649",70% off
LOTTO,Lotto Lace up Mens Blue Shoes For Men,/lotto-lace-up-mens-blue-shoes-men/p/itmbb8876fc77019?pid=SHOGDD7WK6QV7K4Y&lid=LSTSHOGDD7WK6QV7K4YFQ6VVJ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_862&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOGDD7WK6QV7K4Y.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹868,68% off
LANCER,HECTOR-901 Running Shoes For Men,/lancer-hector-901-running-shoes-men/p/itm2d9fd8d8de5bb?pid=SHOFM2XQB2BUZYRM&lid=LSTSHOFM2XQB2BUZYRM0DOHUZ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_863&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOFM2XQB2BUZYRM.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹824,45% off
Footox,Walking Shoes for Men | Running Shoes | Casual Shoes | ...,/footox-walking-shoes-men-running-casual-gym-sport-casuals/p/itmda0c710986847?pid=SHOGHKG2PEAZAHFA&lid=LSTSHOGHKG2PEAZAHFAKIXDVT&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_864&otracker=search&fm=organic&iid=en_WC0ehV3bwbaFr5Qu%2BqeAVJKxtGZqi7MHEY7PTPK%2B1YQSchZ01LXqrg9US%2BJ5xJJAUxQdUi4lWrg5ikdeBPQxsQ%3D%3D&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹466,53% off
PUMA,Puma Smash v2 Sneakers For Men,/puma-smash-v2-sneakers-men/p/itmfd89vgy4wrk4d?pid=SHOFD89VRS2Z7DKX&lid=LSTSHOFD89VRS2Z7DKXVQFUG4&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_865&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOFD89VRS2Z7DKX.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹1,749",65% off
bacca bucci,ILLUSION Hi-Top Street Fashion Sneakers with Rubber Out...,/bacca-bucci-illusion-hi-top-street-fashion-sneakers-rubber-outsole-memory-cushion-training-gym-shoes-men/p/itm1925d9ddd627b?pid=SHOGJ9AKPW2ZSTJ6&lid=LSTSHOGJ9AKPW2ZSTJ6KLI7KO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_866&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOGJ9AKPW2ZSTJ6.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹1,799",48% off
CAMPUS,EOS Running Shoes For Men,/campus-eos-running-shoes-men/p/itm7fe2c6bc8cf67?pid=SHOGARMYMEZHXZWJ&lid=LSTSHOGARMYMEZHXZWJ7HSCIE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_867&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOGARMYMEZHXZWJ.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹1,047",38% off
John Karsun,Oxford Oxford For Men,/john-karsun-oxford-men/p/itmf5ahcs6bbuhxs?pid=SHOF5ACRCNNQVAZE&lid=LSTSHOF5ACRCNNQVAZE8ZFVSR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_868&otracker=search&fm=organic&iid=en_WC0ehV3bwbaFr5Qu%2BqeAVJKxtGZqi7MHEY7PTPK%2B1YRubR9jo23z%2BDWQyKGv9XGE4qtrC%2B5wXca95cLLGtcETA%3D%3D&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹709,76% off
PUMA,Zod Runner V3 Running Shoes For Men,/puma-zod-runner-v3-running-shoes-men/p/itm43f83ff14d2d9?pid=SHOFUFGSYH7GSSYG&lid=LSTSHOFUFGSYH7GSSYG3H50HR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_869&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOFUFGSYH7GSSYG.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹1,699",57% off
Bata,Casuals For Men,/bata-casuals-men/p/itmd7c147acc042d?pid=SHOGHCEJAWU7KNHH&lid=LSTSHOGHCEJAWU7KNHHHEECI9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_870&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOGHCEJAWU7KNHH.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹769,30% off
PROVOGUE,Loafers For Men,/provogue-loafers-men/p/itm28327a7af5e46?pid=SHOFXZTCH7UCNJFT&lid=LSTSHOFXZTCH7UCNJFTX2UU36&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_871&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOFXZTCH7UCNJFT.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹749,79% off
Footox,Walking Shoes for Women | Running Shoes | Casual Shoes ...,/footox-walking-shoes-women-running-casual-gym-sport/p/itm516dc30ca2865?pid=SHOGK3G5JUZUZJWV&lid=LSTSHOGK3G5JUZUZJWVVXPOBR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_872&otracker=search&fm=organic&iid=en_WC0ehV3bwbaFr5Qu%2BqeAVJKxtGZqi7MHEY7PTPK%2B1YRlvZFpO%2FpS93qqxpO9lYd9RfQ6PVEFH7jD6uRGhb1ZQQ%3D%3D&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹499,50% off
density,Running Shoes For Men,/density-running-shoes-men/p/itm4de7cab9d5791?pid=SHOGHDH35FGYWR7H&lid=LSTSHOGHDH35FGYWR7HAXJWFU&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_873&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOGHDH35FGYWR7H.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹1,044",47% off
WOODLAND,Outdoors For Men,/woodland-outdoors-men/p/itmd3f18e5bfe684?pid=SHOGCBQKCQGQJSXG&lid=LSTSHOGCBQKCQGQJSXG5BTFSA&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_874&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOGCBQKCQGQJSXG.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,"₹2,596",35% off
Kraasa,Walking Shoes For Women,/kraasa-walking-shoes-women/p/itm59380a7f11245?pid=SHOGEWQGFEXXZKUC&lid=LSTSHOGEWQGFEXXZKUCWHSAST&marketplace=FLIPKART&q=shoes&store=osp&srno=s_22_875&otracker=search&fm=organic&iid=378b8b9c-a2e8-40a3-a74e-369013023e85.SHOGEWQGFEXXZKUC.SEARCH&ppt=None&ppn=None&ssid=eb4gibaunk0000001672751127135&qH=b0a8b6f820479900,₹499,50% off
